,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,ASSOC_PROB_BAY,Flux_Band_0,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
2538,0.6666667,3.6125968,1771.21,130.85106,0.6200512,0.9994699,1.9178662213903408e-08,1.134828320203951e-08,2.93518920280178e-09,5.75921033085791e-10,6.072651409505525e-11,5.400542860134472e-12,2.0268838006794342e-16,1.8536402843264104e-17,3.09724706819281e-12,2.7136320534387748e-12,1.929645028833637e-12,1.2944990131907865e-12,3.7210246819560644e-13,1.1469015841203414e-13,1.1672837796200244e-17,1.8739516215495888e-18,13.957907676696776,15.20920181274414,6.976766109466553,2.833527088165283,1.3941130916350632e-08,3.5069284365363274e-08,9.251432508960988e-09,2.975890645018353e-08,1.2046847075453115e-08,7.723519601654516e-09,5.608384423538837e-09,2.1153843121624053e-08,6.31761646270752,13.324938774108888,3.688709259033203,11.60531997680664,4.998023509979248,3.2884204387664795,2.530562162399292,8.752095222473145,2
2539,0.6666667,15.516122,16713.0,70.624855,0.07035547,0.9999044,5.879378051076856e-08,4.8649006600953726e-08,2.2440865166117877e-08,7.1585275485119845e-09,2.297448453703055e-09,5.254447987823595e-10,8.11540279421763e-11,3.2699214429915413e-12,9.610729746756252e-12,1.2115141355406587e-11,1.5721556001491166e-11,1.717059827655021e-11,1.539566391040026e-11,1.2149669291472431e-11,5.210254536841541e-12,4.2851762719828273e-13,100.67218017578124,130.56149291992188,106.86710357666016,61.62929534912109,8.82442705574249e-08,8.780853022472003e-08,8.652500582684297e-08,8.941724161104504e-08,8.023248199151568e-08,7.955718217544927e-08,7.503192733793186e-08,7.640726096269645e-08,59.83106994628906,67.00701904296875,64.89461517333984,65.26139068603516,62.129302978515625,58.61466979980469,55.76738357543945,60.1212272644043,2
2543,0.6666667,5.88967,2125.2478,177.69325,0.85512716,0.9738271,8.68627925143528e-09,9.213156459964011e-09,3.5374074780492037e-09,3.9741077095811756e-10,4.568732545062737e-11,3.719939720842058e-12,6.651495624903843e-17,4.94158809669922e-15,1.4277625305994526e-12,2.254499538445476e-12,2.3163159758310403e-12,8.691797281912272e-13,2.649161001243988e-13,7.413850349607953e-14,3.5207888118038626e-18,4.57850901204544e-16,14.701075553894045,13.151979446411133,5.83420991897583,2.270078659057617,5.385805579294356e-09,8.941327678257949e-09,9.376673659744485e-09,4.106958773064662e-09,1.1130460997321734e-08,5.592514451535635e-09,6.298134014315337e-09,3.258032066355554e-08,3.336915969848633,4.513020515441895,4.845341205596924,2.01221776008606,5.770595550537109,2.4282658100128174,2.5131101608276367,10.894542694091797,2
2545,0.6666667,2.248111,873.6074,25.235516,0.36268443,0.97536784,4.537334952203764e-09,5.093958144186672e-09,1.2507728186506027e-09,1.7246469530274308e-10,3.446519111771629e-11,4.450472379947251e-13,1.905329973624237e-17,4.299860689266312e-15,7.295551424264801e-13,1.20593509136957e-12,8.137056024641598e-13,3.847164286360089e-13,2.0961563648030926e-13,9.402138559356198e-15,1.0920965774565574e-18,4.3248697605504684e-16,8.42525863647461,7.504647254943848,5.02904224395752,0.144719660282135,2.965296230783565e-09,4.152320265404796e-09,5.9096869620134385e-09,7.925735623359742e-09,6.646653449848827e-09,1.303768115690218e-08,9.119236032972822e-09,7.363889942268997e-09,1.4725794792175293,2.3181097507476807,2.974649429321289,4.533753395080566,3.449634075164795,6.284402370452881,4.564408779144287,4.128958225250244,2
2548,0.6666667,1.4716784,1071.9208,34.073147,0.40097106,0.9908384,6.49556053389233e-09,4.872475312112101e-09,1.1536498423225794e-09,1.6982083794747638e-10,2.086718124683085e-11,9.554778843123837e-13,1.369675463237135e-15,6.397185099798173e-16,1.0137671951904181e-12,1.0985112559175336e-12,7.341694526624698e-13,3.8286515342648986e-13,1.327963482450692e-13,2.154147933435772e-14,8.716456732935912e-17,8.926695604400351e-17,8.654533386230469,7.884000778198242,3.641801834106445,0.724858820438385,4.0641605636437825e-09,8.326375144918075e-09,1.4462067987608408e-08,1.3925824937643936e-09,4.571880207748791e-09,1.4579702778405592e-08,9.82190861975596e-09,1.1591169801761224e-08,2.0653421878814697,4.140793800354004,6.419920921325684,0.687590479850769,2.0861775875091557,5.9578118324279785,4.121613502502441,5.017650604248047,2
2551,0.6666667,8.432081,13387.213,4527.4575,0.82516885,1.0,8.709103838100418e-08,5.071876429951772e-08,1.7135239005483527e-08,4.290466204537324e-09,1.1138953093237092e-09,1.9433370190835572e-10,3.039755946954159e-11,3.655198105995128e-12,1.403880223876941e-11,1.2248857310381832e-11,1.1648122570651063e-11,1.0090504820592372e-11,7.338594142092258e-12,4.45343805235976e-12,1.9428297946127997e-12,4.847028811302835e-13,70.58680725097656,86.81390380859375,67.60806274414062,34.621192932128906,1.1871263971841016e-08,2.235998763921998e-08,2.8132513207879132e-08,1.84164381522578e-08,2.8676987895437378e-08,1.6669453373197033e-08,1.5875913561558266e-07,8.041695309657372e-08,8.565595626831055,15.87238597869873,18.88571548461914,14.585142135620115,19.40895271301269,12.765281677246094,70.6394271850586,45.16084289550781,1
2557,0.6666667,1.9949954,613.8958,12.66532,0.053820014,0.80795616,2.2602218707756802e-10,2.4761124262084877e-09,7.84495468586499e-10,1.0285603618820359e-10,8.353164514252054e-12,1.616044646192416e-12,2.4371963541478705e-17,5.649729875218682e-16,3.5331401026421697e-14,5.603676702346795e-13,5.014889328455729e-13,2.3277294805210125e-13,5.3397624456873536e-14,3.6572619390405625e-14,1.5579782435289533e-18,7.988163246507882e-17,5.600764751434326,5.191173553466797,1.7370972633361816,0.8889970779418945,3.328428199722566e-09,5.077994025270982e-09,1.2557757056441687e-09,3.2405431671378437e-09,4.711790069222843e-09,3.3032714341629803e-09,2.546594268793001e-09,4.264758324268314e-09,1.4588271379470823,2.294382810592652,0.6193727850914001,1.4707632064819336,2.5423126220703125,1.364566445350647,1.3864260911941528,1.8360058069229128,1
2561,0.6666667,1.103371,2080.723,326.01828,0.8785402,0.99966705,1.3016332900406269e-08,1.1355681728275613e-08,2.9083528918505412e-09,6.315069578377575e-10,1.410669081547411e-10,3.3709923741298547e-11,6.086386603043614e-12,1.6565786895331569e-18,2.063351876510633e-12,2.6586632201341946e-12,1.9356799149661263e-12,1.478523683692834e-12,9.38883411120972e-13,7.892378157264845e-13,4.050848469595164e-13,2.655906599400374e-19,17.761981964111328,20.67017936706543,14.045852661132812,8.80736255645752,2.314709135475823e-08,1.4913279500206045e-08,5.9761764426014e-09,6.066593893905292e-09,4.172414236336408e-08,4.259887997903888e-09,9.619061991372746e-09,9.939386202972857e-09,13.749371528625488,9.770675659179688,3.4453372955322266,4.773900032043457,21.424394607543945,2.760427951812744,5.898862838745117,6.764647006988525,1
2566,0.6666667,0.97215337,325.05148,5.0359015,0.0,0.99877506,1.6261842133297177e-12,2.7045201633768556e-09,4.933354280645118e-10,1.3744862192854868e-10,6.465833424229572e-11,2.2059474039104465e-11,7.206233873513489e-12,1.8267744088251718e-12,2.62051162163934e-16,6.594761087046208e-13,3.4469643936038685e-13,3.351577370670767e-13,4.5177159539375183e-13,5.37903109640997e-13,5.035038683730286e-13,3.456674237210106e-13,2.659898519515991,5.355268478393555,8.570176124572754,6.272725582122803,1.9628996206222382e-09,2.7528432866574803e-09,1.5590878588156443e-09,1.934082005661253e-09,1.6808610059371174e-09,1.55634560794482e-09,1.874735922058335e-09,1.035788121939163e-09,4.683710098266602,3.887489318847656,3.344347715377808,3.2154037952423096,4.108644008636475,3.30070161819458,3.389779806137085,2.106585502624512,1
2573,0.6666667,0.8830756,616.1831,16.247341,0.24010059,0.99753964,3.1499624242314894e-08,3.1228637453750707e-09,7.963821269107996e-10,1.8176082861032228e-10,4.3923125553346765e-11,6.632804548656335e-12,1.0524841631900927e-12,8.756018630964729e-18,4.97983208488928e-12,7.263141368722692e-13,5.258710134015132e-13,4.2273845014817457e-13,2.900353839475206e-13,1.542654350615569e-13,6.949815885542304e-14,1.3683541191363782e-18,4.915868759155273,6.865272521972656,5.636409759521484,2.49451208114624,3.6981757656207037e-09,7.855177841520344e-09,2.9145728053237004e-09,3.583634500259336e-09,1.7402094210083872e-09,6.343424452381896e-09,5.668582492290852e-09,3.883614763111609e-09,2.1540348529815674,4.3538689613342285,2.183439016342163,1.8083722591400144,1.0554499626159668,3.126677989959717,2.803624391555786,2.90802264213562,1
2576,0.6666667,0.0,212.06705,9.927422,0.0,0.9942061,1.0703100905562479e-10,3.2047910332455576e-12,1.8647877686461809e-10,6.258687318405619e-11,3.675644164036207e-11,1.0597476021723118e-11,4.989179208658712e-12,1.152583562445686e-12,1.727876061631203e-14,7.850025540049406e-16,1.3100127536566641e-13,1.5330439825586573e-13,2.582138604496909e-13,2.59581554385227e-13,3.5048965682862865e-13,2.2230909604500917e-13,1.471818923950195,3.4088335037231445,6.509730815887451,5.698686599731445,3.1511823705976383e-10,1.5683088161466683e-09,8.16390288704838e-10,7.515458255724639e-10,3.4094477241453086e-10,5.562577065632013e-10,1.095471491296962e-09,4.37290287313985e-10,2.1189560890197754,4.257124900817871,2.2593390941619877,2.294297695159912,1.5918807983398438,1.5714125633239746,2.87170672416687,2.3883395195007324,1
2578,0.6666667,3.5795624,6585.338,1823.4036,0.9485233,0.9999372,6.778878258728582e-08,4.155448252163296e-08,1.1326831028668494e-08,2.084717287686999e-09,4.648056384226607e-10,8.84947878865283e-11,1.264408282936058e-11,2.8665298927147377e-17,1.0826284313480984e-11,9.822536881087808e-12,7.523825312771848e-12,4.818985054749758e-12,3.0074725262257958e-12,2.0015109361559698e-12,7.9758156459539e-13,3.703726421714864e-18,37.13957595825195,41.41658782958984,29.85538482666016,17.003023147583008,1.9096219716630003e-08,2.0379715692797618e-08,2.6646219453141384e-08,4.9716685879275246e-08,1.586249886997848e-08,7.158709180998812e-09,2.4371352935759205e-08,1.5903951933182725e-08,9.560471534729004,8.188928604125977,10.100729942321776,18.469141006469727,7.525797367095947,3.06751561164856,9.4221773147583,6.636811256408691,2
2581,0.6666667,2.1179938,304.74545,12.721084,0.0,0.9974257,1.9822586280748844e-11,5.117053308856256e-11,3.8399036728087305e-10,1.0329512939444284e-10,6.090430937355507e-11,2.761555741026545e-11,7.855520921251635e-12,7.102181342058666e-17,3.1979701395015324e-15,1.2513260081435142e-14,2.692170488274859e-13,2.525982624023565e-13,4.27002346242017e-13,6.753118030056182e-13,5.507534532600555e-13,1.3602491346608847e-17,3.182403802871704,4.775829315185547,8.851807594299316,9.21049690246582,2.6908597572372624e-09,8.051028177469276e-10,1.802197280298401e-09,1.2322558529120895e-09,1.5985915924332515e-09,2.202352522573392e-09,1.479966260653498e-09,1.1966108659500208e-10,6.049900531768799,2.507314682006836,5.125401020050049,4.232607364654541,4.707469463348389,4.7387542724609375,2.555156946182251,0.2111791670322418,1
2583,0.6666667,5.4661865,2661.0125,414.8587,0.83485645,0.9989671,1.999422316600885e-08,1.5631723471187797e-08,4.841927303544935e-09,8.818046848269033e-10,1.2528701687219979e-10,1.1604399732800807e-11,2.2144908782355236e-17,3.3468787433870748e-15,3.259059255106278e-12,3.806907480224941e-12,3.228833216420424e-12,1.993686032236708e-12,7.67894916490347e-13,2.452601652585401e-13,1.2621379246299753e-18,3.295921929494526e-16,20.50234031677246,20.612478256225582,11.59286880493164,3.630690336227417,7.576850258317336e-09,3.1505749120697142e-09,5.482746701090946e-09,1.4054337249547189e-08,3.066839582288594e-08,1.2267783233710361e-08,5.8722640972064255e-08,4.79610591241908e-08,3.4713618755340576,1.4672085046768188,2.5271291732788086,6.550894737243652,11.891100883483888,5.475710868835449,21.808500289916992,17.95145034790039,2
2585,0.6666667,1.9202126,1619.1302,106.44797,0.4857745,0.99967,8.354981595459776e-09,6.033447519371293e-09,2.7804032409761703e-09,7.155052661467208e-10,2.016658645631608e-10,4.5887672134314877e-11,1.2269395568975659e-11,1.2777086690830972e-18,1.3470145138194669e-12,1.4606441056663757e-12,1.901344750046552e-12,1.6954157262133453e-12,1.344451026202842e-12,1.0646206138886782e-12,7.978893695921585e-13,1.799615174646133e-19,13.76400661468506,19.709272384643555,16.267560958862305,10.7357177734375,1.6910014721815972e-08,1.3496743278551548e-08,2.035960733337561e-08,1.5574261880146878e-08,1.7355663572971025e-08,2.132278176247837e-08,9.939832956717964e-09,8.081052271791123e-09,12.4523286819458,8.822569847106934,12.214898109436035,8.838135719299316,11.450927734375,14.64771842956543,8.057456016540527,6.645012378692627,1
2592,0.6666667,0.9377636,912.1327,17.182835,0.2170026,0.9963636,3.264356285281877e-10,4.438005074547391e-09,1.323312237566654e-09,3.1591365634575647e-10,7.927096479232175e-11,1.7794484635791363e-11,1.3565273036808545e-12,1.8081890257723367e-16,5.1770338639926464e-14,1.0402216197788472e-12,8.819225189547752e-13,7.404682878138502e-13,5.283019573025516e-13,4.170839563479023e-13,9.040586611578846e-14,2.9117068581776894e-17,3.993209838867188,7.857467174530029,7.443475246429443,5.093547344207764,8.853734634328703e-09,6.4314016334776625e-09,8.419647201662883e-09,2.595811121608449e-09,1.2953042194396858e-08,7.823376613202981e-09,7.310909211355465e-09,1.0454440868556958e-08,3.6340646743774414,2.8402099609375,4.499607563018799,1.3781319856643677,5.06548547744751,4.643158435821533,3.3346638679504395,4.881756782531738,1
2596,0.6666667,1.11341,757.9891,47.02446,0.46675447,0.9999687,2.6336671510307497e-08,1.4998041697467102e-09,1.2558626361069967e-09,2.637735307953193e-10,2.1327410670846087e-10,5.544001022150802e-11,3.5620267152536294e-11,8.662658264324552e-12,4.258737026224813e-12,3.6888973321304313e-13,8.866139159652286e-13,6.487736780094734e-13,1.5056727566131745e-12,1.3635946755422013e-12,2.51471976922546e-12,1.7004205118617557e-12,4.482183933258057,7.30937910079956,17.664894104003906,12.75636100769043,1.4628227518187487e-09,4.717234602935605e-09,7.248884603683336e-09,7.903079080051612e-09,1.735302901373359e-09,2.387460895647564e-09,2.8577944455321362e-09,1.6469388075535107e-09,2.904433012008667,9.480182647705078,11.564403533935549,13.26683521270752,3.090942144393921,5.536650657653809,4.697890281677246,4.217120170593262,1
2605,0.6666667,3.966453,1483.218,81.56337,0.44052556,0.99110514,1.92854407998766e-08,5.787198276152594e-09,2.324936021480539e-09,8.371511817095723e-10,2.7430779869774824e-10,7.452783529204865e-11,8.243270649410661e-12,1.2256451975459734e-18,3.1736982833430187e-12,1.4603155924081124e-12,1.6454924445588605e-12,2.015769278926327e-12,1.8366579958295493e-12,1.7145195853329742e-12,5.234619161742504e-13,1.5329499812409948e-19,12.39426040649414,21.69316673278809,19.901901245117188,13.47201919555664,5.700206973102695e-09,4.6206976023199794e-09,4.709989731566111e-09,8.823675123892372e-09,4.332516567728817e-09,1.0744771294923794e-08,7.59315632592461e-09,7.1149353075838925e-09,8.105559349060059,5.579424381256104,6.015182495117188,9.527121543884276,5.1316914558410645,9.36545467376709,8.788766860961914,8.529722213745117,1
2606,0.6666667,1.6996984,338.02325,25.3254,0.3641759,0.99822575,1.434159041524552e-10,2.056500303382336e-09,3.4859193309699776e-10,1.6606137298591506e-10,1.0740968531264271e-10,2.6056656832196268e-11,1.1225265508785219e-11,1.8872336419312186e-12,2.3970190456547132e-14,5.403181157700998e-13,2.5960017555753945e-13,4.17928766680703e-13,7.595797905587953e-13,6.282014296775384e-13,7.544106398610363e-13,2.771214789761001e-13,3.5320756435394287,8.423876762390137,12.349748611450195,8.37914752960205,1.8230333909130534e-09,1.0689646945394315e-09,9.279826906904988e-10,8.757121694458191e-10,7.619753161769437e-10,1.2767240042954595e-10,1.2764724832692311e-09,6.45656528242e-10,7.682370185852051,5.215472221374512,5.233792304992676,5.746756076812744,3.3171546459198,0.7115276455879211,6.351943492889404,4.10758113861084,1
2607,0.6666667,8.266167,4534.583,770.1716,0.6936605,0.9901434,2.573685797813141e-08,2.2830308310517463e-08,7.586478112386885e-09,1.75173775485149e-09,3.209466303832897e-10,2.0974206746404708e-11,2.760812736271889e-17,7.040550033676361e-16,4.192862636948069e-12,5.582986763869036e-12,5.125220126772634e-12,4.029005427896859e-12,2.0201589966822864e-12,4.555533467814898e-13,1.6305050260472965e-18,7.42157298192213e-17,35.076080322265625,38.67612838745117,23.862993240356445,6.4485602378845215,4.5576040719197415e-08,7.808309021584138e-08,3.6418633442281134e-08,3.6163466665684036e-10,3.3496745377448182e-09,2.5851920604225143e-09,5.080072540408764e-08,4.474509296414909e-08,24.988712310791016,34.43277740478516,18.947769165039062,0.31137415766716,2.6255815029144287,1.569882035255432,22.750627517700195,22.0300350189209,2
2611,0.6666667,1.658001,1705.9264,83.69862,0.5127019,0.99487805,2.1939888128486015e-08,1.0648891546338746e-08,1.9577151011418437e-09,4.0967040870754085e-10,6.311116212964761e-11,4.438839920628546e-12,1.0463092933222464e-16,8.686134938657678e-16,3.4466140878819385e-12,2.4388412296627578e-12,1.2692685444348761e-12,9.38239503450733e-13,4.091760296472818e-13,1.0165965427322637e-13,6.783660640662158e-18,1.2815133359413714e-16,11.48812484741211,14.889751434326172,8.301264762878418,1.777556538581848,7.090899867279177e-09,1.5072588510633977e-08,1.543631888978325e-08,1.9228403758120294e-08,1.0350253987212454e-08,6.448769074296479e-09,1.719878905959149e-09,4.967481981310584e-09,3.643756628036499,6.112064838409424,7.113010406494141,7.700806140899658,4.758401870727539,3.196377754211426,0.6662349700927734,1.9378100633621216,2
2615,0.6666667,1.4076345,1362.4869,25.331959,0.30031016,0.9867031,7.297806803308049e-11,9.659291144714643e-09,1.9282488938898723e-09,2.2584670245073823e-10,2.8504906768311852e-11,5.367408340700708e-12,1.3551539833289662e-16,2.722023808746999e-15,1.13762555690837e-14,2.171556771207728e-12,1.2230198407833792e-12,5.077380031172364e-13,1.807964991910535e-13,1.2066756827685404e-13,8.5952593876375e-18,3.7616884065307213e-16,9.941534042358398,7.168638706207275,3.5920233726501465,2.258774757385254,1.2024075068950424e-08,1.973766750040795e-08,1.3920836039460482e-08,8.520968819425434e-09,1.039516739353985e-08,6.097834681639824e-09,9.683838619878316e-09,1.1133116650796636e-08,4.064951419830322,5.967626094818115,4.502532958984375,2.86790132522583,3.411871671676636,1.7748680114746094,2.597953081130981,3.44002366065979,2
2618,0.6666667,7.478486,10970.174,418.23538,0.24773736,0.9999745,3.5528419317643056e-08,2.569283097386688e-08,1.2581123698396368e-08,5.003521152957546e-09,2.073219595999376e-09,6.19633289122845e-10,2.2861017245912047e-10,4.6410306153710223e-11,5.800760045915343e-12,6.422852701082338e-12,8.947335927711464e-12,1.2257497100653936e-11,1.4391872242558446e-11,1.487766507213273e-11,1.5494808561222758e-11,7.447194770582309e-12,71.3701400756836,101.75040435791016,96.6520004272461,64.45024871826172,5.1948742196827886e-08,4.134481557116487e-08,4.073298498497024e-08,4.8086960191540136e-08,5.964702864957871e-08,6.491131898656023e-08,6.667875851462668e-08,3.956298044727191e-08,50.37695693969727,46.28709411621094,45.93289566040039,54.95386505126953,61.6805419921875,61.3072624206543,63.68511962890625,46.03238296508789,1
2635,0.6666667,0.0,508.1776,30.681223,0.41600358,0.9988112,4.567948241884778e-09,3.838638740205624e-09,6.196266832958486e-10,2.3828486406252125e-10,5.2951965728853516e-11,2.2505323993282644e-11,7.188005399227926e-12,2.2856143819318953e-16,7.305983075467369e-13,9.187172507127417e-13,4.2337354867576237e-13,5.702969563606275e-13,3.618059356887832e-13,5.386291998359105e-13,4.911362657712692e-13,4.0015361749342696e-17,3.843954086303711,8.343900680541992,6.771124362945557,7.084083557128906,2.4533566289619557e-09,4.362364691701259e-09,7.281720559859651e-09,6.027032206645799e-09,2.200037707567048e-09,8.883134783310708e-10,1.975224872552417e-09,3.2388414172856983e-09,2.7496800422668457,4.679854393005371,7.457334041595459,7.322673797607422,2.299049139022827,0.8073952198028564,1.916917324066162,2.726914882659912,1
2638,0.6666667,3.4473295,2981.7278,253.59273,0.6333591,0.9991292,1.9353052493897852e-08,1.8539363821901134e-08,5.347848830439261e-09,7.131292778517205e-10,1.1924540521679458e-10,1.1202613489635915e-11,3.819760257475537e-17,1.7086892896856806e-17,3.1001676920050518e-12,4.369496084399849e-12,3.485520249160712e-12,1.6022282242275645e-12,7.357632840661321e-13,2.406916083542293e-13,2.2423135530880813e-18,1.8098393338124413e-18,22.6972770690918,18.0675048828125,11.23841667175293,4.157629489898682,6.1964211539589095e-09,2.429469780906857e-08,1.1100344643466542e-08,1.4615437748943805e-08,3.5450529622949034e-08,5.4642278257688304e-08,2.4541852994275363e-08,2.183334224525879e-08,2.151869297027588,8.231952667236328,3.7808022499084473,5.092569828033447,10.908074378967283,17.111263275146484,8.543347358703613,7.558467388153076,2
2640,0.6666667,3.4117084,1773.7446,166.28802,0.7030746,0.9678397,1.6295906846153233e-08,8.724018840666758e-09,2.6916597839488077e-09,3.825326166939647e-10,5.739479030930639e-11,2.760257734185645e-12,3.7015187593780215e-17,5.9392980408746926e-15,2.621591312090832e-12,2.070178230229036e-12,1.7586218939436016e-12,8.573771033415499e-13,3.514232091092473e-13,5.869819739859687e-14,2.1392944116491962e-18,6.066238209998485e-16,16.182701110839844,14.374101638793944,7.4995927810668945,1.3311752080917358,1.2664693294084373e-08,8.055643263560341e-09,1.264713311854848e-08,3.517552027432202e-09,9.586628157975952e-10,9.536498701834262e-09,1.9925808558696193e-08,3.746149346284256e-08,6.303171634674072,4.245269775390625,5.956243991851807,1.756730318069458,0.602571427822113,5.152084827423096,8.709160804748535,16.397708892822266,2
2644,0.6666667,2.6505768,520.21216,27.084112,0.3605365,0.9763229,3.204110934906801e-11,1.8546264524132994e-09,5.37537181433123e-10,2.0217465201977087e-10,8.323314953928572e-11,2.4769179762795798e-11,1.408173382587419e-12,9.889572880336986e-18,5.310503979513411e-15,4.76332298257609e-13,3.884796943767061e-13,4.951900434840839e-13,5.684498553294727e-13,5.790261933119599e-13,9.106580642565325e-14,1.2927353354883118e-18,5.1778244972229,10.801007270812988,12.638248443603516,7.986695766448975,1.2959351369801198e-09,2.0864401317766124e-09,7.252751177411199e-10,1.4197045761221714e-09,2.254328279605033e-09,7.421927517015091e-10,1.812322292238377e-09,1.2883639710636883e-09,4.222395420074463,5.734036922454834,2.859408140182495,4.484702110290527,6.576207160949707,1.5365275144577026,4.43402099609375,4.517078399658203,1
2648,0.6666667,3.565947,1132.1163,75.945114,0.5008257,0.998596,9.446857518469189e-09,2.8162474574600083e-09,1.2210260580403087e-09,3.9875638901953886e-10,1.0849526138612119e-10,2.2435851787516725e-11,2.531010340547924e-12,1.6316199786590537e-15,1.5581786078425197e-12,7.112547313267714e-13,8.586448609418373e-13,9.49224206181487e-13,7.116720407429611e-13,5.045977199448494e-13,1.5561395217116722e-13,1.8594629740942935e-16,10.943331718444824,17.14514923095703,14.608232498168944,8.345049858093262,2.366466356207297e-09,4.5660488723342504e-09,4.190493285705088e-09,2.7958848569653583e-09,1.177259623119653e-09,5.042253281573039e-09,3.329991393741238e-09,4.3315138142929754e-09,2.8670308589935303,7.640743255615234,6.73065185546875,4.851754665374756,2.7608253955841064,8.168169975280762,6.361722469329834,7.241410255432129,1
2661,0.6666667,0.0,861.0864,10.772348,0.0,0.9944288,9.198275474631145e-10,4.965625244324201e-09,1.3688208344575512e-09,2.3309454366682303e-10,6.72381594846172e-11,1.5882456808058443e-11,3.1319278767649728e-12,7.23343849400748e-16,1.455038482279028e-13,1.1565865452867197e-12,9.054357740997945e-13,5.42920634664934e-13,4.447611983565692e-13,3.699320038665077e-13,2.071680636284504e-13,1.1367391263411564e-16,6.121635913848877,6.441384315490723,6.67849588394165,4.434581279754639,5.180849527164355e-09,6.200241209342039e-09,8.482234470363892e-09,7.022934678246884e-09,8.805485229856913e-09,3.922448588156158e-09,3.903075640465658e-09,7.557425796278494e-09,2.300177812576294,3.0767524242401123,3.8723554611206055,3.892374038696289,4.601539611816406,1.5273150205612185,2.6757326126098637,3.235950231552124,1
2662,0.6666667,2.1642282,732.8983,21.913628,0.20712155,0.9996282,1.9179367427568653e-08,3.7051539614196823e-09,1.027869678260629e-09,4.3058887011504505e-10,1.809444677425276e-10,5.7469421582689855e-11,1.8733703824325157e-11,8.21916060318525e-21,3.1431649817614815e-12,9.325326968956382e-13,7.34014465961913e-13,1.054971973495078e-12,1.2513163248628612e-12,1.3710314350837138e-12,1.2552488345626833e-12,1.2486587200881849e-21,5.89963960647583,12.227078437805176,15.014787673950195,12.352107048034668,5.408193004541317e-09,5.135336156314452e-09,4.529149943977018e-09,2.811586519158027e-09,3.473472176551695e-09,3.6037315354064962e-09,4.731112390743419e-09,2.309096247543607e-09,9.077215194702148,7.730246543884277,7.607401371002197,5.922305107116699,6.080547332763672,7.283382892608643,7.793067932128906,4.287949562072754,1
2664,0.6666667,4.6877356,3656.5356,1979.7623,1.633365,0.99842,3.733491027446689e-08,1.853318032374318e-08,5.1012345458900654e-09,1.0292446894766272e-09,1.3113532482122991e-10,1.8998427830929643e-11,1.6857619223068984e-14,5.927752955333838e-17,5.996498436688924e-12,4.408089344931643e-12,3.3736273323536907e-12,2.3478170362717377e-12,8.262585494273056e-13,4.1650217346214657e-13,1.0153929216197093e-15,6.646849103248949e-18,30.64542579650879,31.69559097290039,14.166404724121094,7.354026794433594,1.1774383246176969e-08,1.1947517641885952e-08,1.0355839741293948e-08,6.044646561065292e-09,7.922992928399708e-09,3.451391350495214e-08,1.8890798259008082e-08,1.559136393325389e-07,6.670191287994385,7.460987091064453,5.720530033111572,3.759058713912964,5.347920894622803,16.44415855407715,9.521085739135742,59.75950241088867,2
2665,0.6666667,1.3859886,665.7442,18.565338,0.35621962,0.9901768,1.200726273964392e-08,2.9574125370857023e-09,8.438120757681132e-10,1.3227699491302758e-10,1.0503035940967465e-11,8.372470468656634e-13,2.245498372154339e-16,1.8501560341502146e-17,1.8738680312296867e-12,6.666581349457079e-13,5.368993552697099e-13,2.9817801331342986e-13,6.682854139863914e-14,1.887317139051027e-14,1.4287621059748758e-17,2.5804244556497443e-18,4.87350606918335,5.055705547332764,2.0734901428222656,0.294641762971878,5.917584644521412e-09,4.5183696784079075e-09,3.399874159981664e-09,1.5055288571375062e-08,4.901051564587533e-09,3.965530126492922e-09,6.491011728115836e-09,3.647476765067381e-09,2.348365068435669,1.784005045890808,1.6055190563201904,5.575684070587158,1.919165134429932,1.3399442434310913,2.355307579040528,1.2669284343719482,2
2668,0.6666667,1.5201787,192.69029,17.388454,0.21939443,0.9915791,8.74434413766778e-10,9.207159479274195e-10,1.758488354930421e-10,7.111708444362819e-11,3.3891830314436427e-11,2.0279224480224123e-11,2.66577948951352e-12,1.6789933159067072e-12,1.4093870656043533e-13,2.246211571778345e-13,1.229399205051121e-13,1.734998050176989e-13,2.369454730078574e-13,4.947392322207644e-13,1.8637070782045325e-13,3.183725798185794e-13,1.2982975244522097,3.380778551101685,5.09552812576294,6.607900619506836,8.206045842840125e-10,1.5720601487245742e-09,2.928442821570343e-09,1.7819556941134351e-09,9.650219512380431e-10,6.141701591744209e-10,5.853989515358649e-10,6.568435795273331e-10,3.736286401748657,3.347672939300537,6.3695878982543945,3.0215721130371094,2.1224474906921387,1.7331762313842771,0.6902197599411011,1.525731325149536,1
